suite,task,method,mean,std,sem,median,q25,q75,n
cat,cat__ackley_10d,CTRL_FIXED,9.020910919249737,3.7692830987103365,1.191951973790194,8.528307919966501,7.205228547536343,9.70981440123228,10
cat,cat__ackley_10d,CTRL_HMM,6.223109473598269,1.1777498665640849,0.3724372092301895,6.225542889995852,5.651101238543449,6.811936827589331,10
cat,cat__ackley_10d,CTRL_HMM_LEARNEMIS,7.092084559711147,1.0455280414809276,0.33062499686547353,7.218026881135162,6.893135733263169,7.598310074223115,10
cat,cat__ackley_10d,CTRL_HMM_NOBW,7.5003541644925535,1.0859600390718733,0.3434107171392565,7.360698770373565,7.100285090499753,8.452662819270325,10
cat,cat__ackley_10d,CTRL_HMM_VITERBI,8.00333017252505,1.6528033754451417,0.5226623190821061,7.9273407335534385,7.495471385898882,8.206204561678925,10
cat,cat__ackley_10d,CTRL_RANDOM,7.038835651100835,0.7211110383220649,0.22803533269866888,7.020658732251993,6.819907632758671,7.297620187064393,10
cat,cat__ackley_10d,CTRL_RULE,8.136607996761768,1.3474573392513371,0.4261034241944428,7.8137478775212,7.297040821322844,8.9185802177182,10
cat,cat__levy_10d,CTRL_FIXED,8.58368359051256,7.028720297784937,2.222676517725734,6.038866736614317,3.8346972606317973,13.531007543557667,10
cat,cat__levy_10d,CTRL_HMM,2.705058640241351,2.0030972628136685,0.6334349725340093,2.2888299172823414,1.7510633939202775,2.6134481141981545,10
cat,cat__levy_10d,CTRL_HMM_LEARNEMIS,2.222166934819004,1.6001609544187552,0.5060153238832141,1.6968309614688946,1.173011152837273,2.307879141330788,10
cat,cat__levy_10d,CTRL_HMM_NOBW,1.926960753440288,0.6088136831852233,0.19252379095414607,2.0431588612660776,1.6220528567625978,2.43927717486076,10
cat,cat__levy_10d,CTRL_HMM_VITERBI,2.091390145335148,1.1203557734524774,0.35428760338294346,2.0521084651514148,1.2265979348888643,2.973081338441559,10
cat,cat__levy_10d,CTRL_RANDOM,2.5980481328260576,1.6763010331931973,0.5300929308984021,1.8970580029676725,1.520139581735081,3.3767314352470326,10
cat,cat__levy_10d,CTRL_RULE,5.886239941149164,3.0221570389148584,0.9556899689681075,6.349319485035709,5.326878411162648,7.238639340541472,10
cat,cat__rastrigin_10d,CTRL_FIXED,68.71547792165424,17.593020860269466,5.563401684130641,77.54625196176106,59.05065218078214,80.94836528427425,10
cat,cat__rastrigin_10d,CTRL_HMM,63.348960751863466,8.055639629182986,2.5474169237732442,63.92672708135984,59.08367558669444,67.52127669666287,10
cat,cat__rastrigin_10d,CTRL_HMM_LEARNEMIS,60.454536247223146,11.67234829800811,3.6911206264495444,61.96685612904825,52.62103485471933,69.17656073435387,10
cat,cat__rastrigin_10d,CTRL_HMM_NOBW,61.34190609623367,9.143328970320583,2.8913744942415134,61.57662905233783,54.68975542421569,65.95697975605565,10
cat,cat__rastrigin_10d,CTRL_HMM_VITERBI,59.61709555307042,4.2928131181792235,1.3575067022895924,59.56978626565294,57.531768433443894,62.41767498074292,10
cat,cat__rastrigin_10d,CTRL_RANDOM,59.042816864403406,7.983976586526503,2.5247550798880147,60.9795397988474,52.95792228724037,64.70492142286861,10
cat,cat__rastrigin_10d,CTRL_RULE,65.5680003396612,8.914996523318745,2.8191694346169647,68.45957671812427,61.648686595502774,70.50857623309831,10
cat,cat__schwefel_10d,CTRL_FIXED,1758.344121360214,339.4435384354518,107.3414718482936,1827.2993431015993,1549.004400721641,2005.5682343118826,10
cat,cat__schwefel_10d,CTRL_HMM,1321.4852581398234,264.0061558533841,83.4860768802088,1413.6152822694003,1194.7713237153575,1469.883036077577,10
cat,cat__schwefel_10d,CTRL_HMM_LEARNEMIS,1364.9649605035781,256.98929689328986,81.26715124680295,1298.2872702337213,1238.745778785708,1531.1001369897772,10
cat,cat__schwefel_10d,CTRL_HMM_NOBW,1345.3585990168763,300.91412259124473,95.15740074994622,1316.5181929873677,1098.5014124806357,1592.5038360512124,10
cat,cat__schwefel_10d,CTRL_HMM_VITERBI,1596.6066817605295,357.5207075760838,113.05797466154418,1577.0156526051057,1402.1053885075744,1784.8739931801806,10
cat,cat__schwefel_10d,CTRL_RANDOM,1374.6057828744845,295.55905277911404,93.46397898639191,1463.7075183410652,1287.4312079342778,1556.3515669751487,10
cat,cat__schwefel_10d,CTRL_RULE,1672.4820579133604,429.80347411556977,135.91579244584244,1689.035487766774,1477.0182980163277,1881.4188662096335,10
cat,cat__sphere_10d,CTRL_FIXED,1.786004442507498,0.7842451822386242,0.24800010198878805,1.6509455251717315,1.4609868640085373,2.027351911759041,10
cat,cat__sphere_10d,CTRL_HMM,1.1465304921063686,0.668546379837485,0.21141292817465224,1.1774197282174659,0.6646602867606886,1.2491697090143383,10
cat,cat__sphere_10d,CTRL_HMM_LEARNEMIS,0.8922867266279993,0.2646573386242572,0.08369199895311065,0.9084614779866289,0.6670345150735022,1.011584815809726,10
cat,cat__sphere_10d,CTRL_HMM_NOBW,1.017239884885226,0.2573502724231372,0.08138130173219331,1.0931098407983277,0.8346124797627307,1.2076665115349519,10
cat,cat__sphere_10d,CTRL_HMM_VITERBI,1.0202482586909551,0.5788540358227663,0.1830497185980641,0.9730599954806076,0.6049512089718587,1.2422892254328284,10
cat,cat__sphere_10d,CTRL_RANDOM,1.1197023626946545,0.5416809918546752,0.17129456994798892,0.973351688257038,0.7234882119690974,1.3770556340028208,10
cat,cat__sphere_10d,CTRL_RULE,2.020821912202685,1.2048744489357648,0.3810147553177256,1.9864382397973932,1.2303382402219007,2.5459114596126713,10
